feature,tau_s,median_up,median_down,cliffs_up_vs_down,n_up,n_down
log_ask_depth,-8.8,7.649291515350342,7.937289237976074,-0.12804128778569668,313,117
log_ask_depth,-8.6,7.668866157531738,7.942695617675781,-0.12694901832282024,313,117
log_ask_depth,-8.4,7.674686431884766,7.9311957359313965,-0.10302831708582505,313,117
log_ask_depth,-8.2,7.626452922821045,7.9311957359313965,-0.12470986592392341,313,117
log_ask_depth,-8.0,7.669286251068115,7.923735618591309,-0.10608667158187923,313,117
log_ask_depth,-7.8,7.637810230255127,7.9311957359313965,-0.13022582671144967,313,117
log_ask_depth,-7.6,7.637810230255127,7.920886039733887,-0.10925425302422109,313,117
log_ask_depth,-7.4,7.61460542678833,7.8985819816589355,-0.11061958985281672,313,117
log_ask_depth,-7.2,7.566756725311279,7.879316329956055,-0.10351983834411949,313,117
log_ask_depth,-7.0,7.61460542678833,7.8985819816589355,-0.09925998743890119,313,117
log_ask_depth,-6.8,7.567277431488037,7.879316329956055,-0.09685699462057284,313,117
log_ask_depth,-6.6,7.45689582824707,7.879316329956055,-0.11236722099341911,313,117
log_ask_depth,-6.4,7.577230453491211,7.848355293273926,-0.07271783949100241,313,117
log_ask_depth,-6.2,7.577230453491211,7.848355293273926,-0.08140138172087052,313,117
log_ask_depth,-6.0,7.567277431488037,7.920886039733887,-0.09784003713716172,313,117
log_ask_depth,-5.8,7.613014221191406,7.765574932098389,-0.0900303104775948,313,117
log_ask_depth,-5.6,7.519035816192627,7.6939287185668945,-0.09598317905027165,313,117
log_ask_depth,-5.4,7.462984085083008,7.6939287185668945,-0.06933180415608531,313,117
log_ask_depth,-5.2,7.452852725982666,7.6939287185668945,-0.10504901559214663,313,117
log_ask_depth,-5.0,7.410531997680664,7.666348457336426,-0.10783430272248162,313,117
log_ask_depth,-4.8,7.411001682281494,7.666348457336426,-0.10466672128013976,313,117
log_ask_depth,-4.6,7.411001682281494,7.644940376281738,-0.09287021108107374,313,117
log_ask_depth,-4.4,7.438858985900879,7.6520609855651855,-0.09958766827776411,313,117
log_ask_depth,-4.2,7.432615280151367,7.646988868713379,-0.11001884164823461,313,117
log_ask_depth,-4.0,7.387997627258301,7.594743728637695,-0.10242756888124305,313,117
log_ask_depth,-3.8,7.341969966888428,7.596292018890381,-0.11143879194997408,313,117
log_ask_depth,-3.6,7.2711405754089355,7.57438850402832,-0.12186996532044458,313,117
log_ask_depth,-3.4,7.227278709411621,7.549440860748291,-0.12481909287021109,313,117
log_ask_depth,-3.2,7.249250888824463,7.577966213226318,-0.10903579913164574,313,117
log_ask_depth,-3.0,7.249250888824463,7.577966213226318,-0.11859315693181505,313,117
log_ask_depth,-2.8,7.232668399810791,7.540092945098877,-0.11160263236940549,313,117
log_ask_depth,-2.6,7.227278709411621,7.496798515319824,-0.09822233144916848,313,117
log_ask_depth,-2.4,7.174523830413818,7.505362033843994,-0.0740285628464542,313,117
log_ask_depth,-2.2,7.147158622741699,7.390256881713867,-0.06086671581879255,313,117
log_ask_depth,-2.0,7.101840019226074,7.390256881713867,-0.07004177930695499,313,117
log_ask_depth,-1.8,7.075056552886963,7.341736793518066,-0.0791622293219737,313,117
log_ask_depth,-1.6,7.0531840324401855,7.341736793518066,-0.08101908740886377,313,117
log_ask_depth,-1.4,7.0660319328308105,7.328194618225098,-0.07735998470822747,313,117
log_ask_depth,-1.2,7.070494651794434,7.34505558013916,-0.09336173233936818,313,117
log_ask_depth,-1.0,7.010393142700195,7.295511245727539,-0.10373829223669484,313,117
log_ask_depth,-0.8,6.93126916885376,7.21931266784668,-0.11482482728489118,313,117
log_ask_depth,-0.6,6.888572692871094,7.214938640594482,-0.1336664755195106,313,117
log_ask_depth,-0.4,6.888572692871094,7.1195878982543945,-0.10958193386308401,313,117
log_ask_depth,-0.2,6.867231845855713,7.143492698669434,-0.08566123262608882,313,117
log_ask_depth,0.0,6.898121356964111,6.940677642822266,-0.004887905846372331,313,117
