slug,series,market_type,n_bottom,n_top,p_up_bottom,p_up_top,diff
mlb-hou-phi-2026-09-10,mlb-hou-phi-2026-09-10|spread|-1.5|25733258357290546825287509516260297200236544044809664403282093571713334137719,spread,76,93,0.4473684210526316,0.4731182795698925,-0.025749858517260915
mlb-hou-phi-2026-09-10,mlb-hou-phi-2026-09-10|spread|-1.5|7229960358794822517613618852745343505652255140031196274856543848389722289115,spread,75,76,0.49333333333333335,0.618421052631579,-0.12508771929824564
mlb-hou-phi-2026-09-10,mlb-hou-phi-2026-09-10|spread|-2.5|84259876809829899659247921565260511727442610401901918609401356106334970020910,spread,74,93,0.4864864864864865,0.5806451612903226,-0.0941586748038361
mlb-hou-phi-2026-09-10,mlb-hou-phi-2026-09-10|spread|-2.5|84468235330135543064074279191268752646869106762509174136806108475343627962627,spread,71,82,0.5352112676056338,0.5365853658536586,-0.0013740982480248132
mlb-hou-tb-2026-09-11,mlb-hou-tb-2026-09-11|moneyline|None|92053914103760710336074569621249233187382135630969107259349612482752873529527,moneyline,29,37,0.7586206896551724,0.35135135135135137,0.407269338303821
mlb-hou-tb-2026-09-11,mlb-hou-tb-2026-09-11|spread|-1.5|68629134577691502530702589316402741373153837211051847866192536978759929409840,spread,74,66,0.5135135135135135,0.6060606060606061,-0.09254709254709259
mlb-hou-tb-2026-09-11,mlb-hou-tb-2026-09-11|spread|-1.5|78581598927960150595529250864490728135425877155755916335014438622870006574489,spread,67,74,0.4925373134328358,0.5405405405405406,-0.04800322710770477
mlb-hou-tb-2026-09-11,mlb-hou-tb-2026-09-11|spread|-2.5|111162172997256188482132348576009189520926011436823334781491023008308699826383,spread,63,72,0.5873015873015873,0.5138888888888888,0.07341269841269848
mlb-hou-tb-2026-09-11,mlb-hou-tb-2026-09-11|spread|-2.5|3643717031769261609682625092354458101294599642877046098944782429183410887229,spread,66,59,0.5303030303030303,0.5254237288135594,0.004879301489470911
mlb-hou-tb-2026-09-12,mlb-hou-tb-2026-09-12|moneyline|None|26924943409099587884725835387292512623954637197660419126367977003516773219764,moneyline,36,35,0.5555555555555556,0.2857142857142857,0.2698412698412699
mlb-hou-tb-2026-09-12,mlb-hou-tb-2026-09-12|spread|-1.5|43888968566918118674137529418186070742668614714605739740678823949426064503950,spread,90,79,0.5888888888888889,0.5316455696202531,0.057243319268635795
mlb-hou-tb-2026-09-12,mlb-hou-tb-2026-09-12|spread|-1.5|47161761162527216163913352831479688676708228130814058280423568347802805080543,spread,68,75,0.5441176470588235,0.4266666666666667,0.11745098039215679
mlb-hou-tb-2026-09-12,mlb-hou-tb-2026-09-12|spread|-2.5|10538569415595928713549231534304233882869550781459916893393871547905357191444,spread,88,40,0.5,0.75,-0.25
mlb-hou-tb-2026-09-12,mlb-hou-tb-2026-09-12|spread|-2.5|7839223714599183297194346412068479220513918628214405687476703929135371986644,spread,57,61,0.543859649122807,0.47540983606557374,0.0684498130572333
mlb-kc-bos-2026-09-11,mlb-kc-bos-2026-09-11|moneyline|None|30405502466268309215684803501213130157972453130129494566675040477304802989422,moneyline,53,34,0.6981132075471698,0.47058823529411764,0.22752497225305213
mlb-kc-bos-2026-09-11,mlb-kc-bos-2026-09-11|spread|-1.5|51447811410707847606686233363733344457289272026653437207619033607744490045724,spread,80,94,0.675,0.5638297872340425,0.11117021276595751
mlb-kc-bos-2026-09-11,mlb-kc-bos-2026-09-11|spread|-1.5|97740290159108911730339203876230583898787803338432297315308491742800280413386,spread,80,76,0.4625,0.3815789473684211,0.08092105263157895
mlb-kc-bos-2026-09-11,mlb-kc-bos-2026-09-11|spread|-2.5|59241557195898201497679199904389086386681963147750385497338871556810503837203,spread,72,89,0.625,0.550561797752809,0.074438202247191
mlb-kc-bos-2026-09-11,mlb-kc-bos-2026-09-11|spread|-2.5|64639775304538020620647109603842264532114074774058994789963258452142391105498,spread,64,51,0.484375,0.5098039215686274,-0.025428921568627416
mlb-kc-bos-2026-09-12,mlb-kc-bos-2026-09-12|moneyline|None|107118192709049172207826777943337963700505108408832058433822885298899751626075,moneyline,24,23,0.5833333333333334,0.43478260869565216,0.1485507246376812
mlb-kc-bos-2026-09-12,mlb-kc-bos-2026-09-12|spread|-1.5|1122482005031718623254421547660901630229895516205979575303079727475749727718,spread,54,59,0.4444444444444444,0.4406779661016949,0.003766478342749513
mlb-kc-bos-2026-09-12,mlb-kc-bos-2026-09-12|spread|-1.5|20208287431525983108369891278773505523414884829646484063477747275353320149951,spread,68,63,0.4411764705882353,0.6190476190476191,-0.1778711484593838
mlb-kc-bos-2026-09-12,mlb-kc-bos-2026-09-12|spread|-2.5|44942141574735288576719753765159465338480690788251947944137070419339961205528,spread,78,63,0.5,0.5396825396825397,-0.03968253968253965
mlb-kc-bos-2026-09-12,mlb-kc-bos-2026-09-12|spread|-2.5|93877367689069862400337902172253529609798692049163275941256206632596342563928,spread,32,57,0.5,0.5614035087719298,-0.06140350877192979
mlb-kc-bos-2026-09-13,mlb-kc-bos-2026-09-13|moneyline|None|5741225957638341538987185541604521597924941963009675803256384594855095362956,moneyline,58,73,0.7413793103448276,0.3424657534246575,0.3989135569201701
mlb-kc-bos-2026-09-13,mlb-kc-bos-2026-09-13|spread|-1.5|34347928547938031013102399994723578873437562327443866421674596336008183796816,spread,91,109,0.6593406593406593,0.5229357798165137,0.1364048795241456
mlb-kc-bos-2026-09-13,mlb-kc-bos-2026-09-13|spread|-1.5|97219516275809300488993251820750272365150091065356308081489174736129554237865,spread,96,108,0.53125,0.5092592592592593,0.0219907407407407
mlb-kc-bos-2026-09-13,mlb-kc-bos-2026-09-13|spread|-2.5|63902104212973221155573315968542523246311956961905130458461575671522646799622,spread,95,108,0.47368421052631576,0.5370370370370371,-0.06335282651072133
mlb-kc-bos-2026-09-13,mlb-kc-bos-2026-09-13|spread|-2.5|93784284804260042397564028693338609627533871323669378471666649725231929046331,spread,83,98,0.4578313253012048,0.5408163265306123,-0.0829850012294075
