feature,tau_s,median_jump,median_ctrl,cliffs_delta,n_jump,n_ctrl
l1_bid_usd,-9.6,117.75000381469727,161.79497528076172,-0.06941860465116279,430,380
l1_bid_usd,-9.4,120.00001525878906,154.18999481201172,-0.06881272949816397,430,380
l1_bid_usd,-9.2,120.00001525878906,161.79497528076172,-0.07372705018359849,430,380
l1_bid_usd,-9.0,112.7599983215332,156.95999145507812,-0.07648102815177482,430,380
l1_bid_usd,-8.8,117.75000381469727,158.95997619628906,-0.07643818849449202,430,380
l1_bid_usd,-8.6,117.75000381469727,164.54651641845703,-0.09187882496940025,430,380
l1_bid_usd,-8.4,113.75,170.93999481201172,-0.10376376988984093,430,380
l1_bid_usd,-8.2,120.00001525878906,161.79497528076172,-0.09371481028151774,430,380
l1_bid_usd,-8.0,117.75000381469727,156.95999145507812,-0.0930416156670747,430,380
l1_bid_usd,-7.8,109.82501983642578,159.99996948242188,-0.10805997552019586,430,380
l1_bid_usd,-7.6,88.67854309082031,161.79497528076172,-0.11976744186046506,430,380
l1_bid_usd,-7.4,84.50000381469727,158.95997619628906,-0.12051407588739294,430,380
l1_bid_usd,-7.2,69.39380264282227,157.58499145507812,-0.1395165238678091,430,380
l1_bid_usd,-7.0,71.30998992919922,164.54651641845703,-0.156187270501836,430,380
l1_bid_usd,-6.8,69.39380264282227,167.24996948242188,-0.16394124847001224,430,380
l1_bid_usd,-6.6,62.83000373840332,170.93999481201172,-0.1799388004895961,430,380
l1_bid_usd,-6.4,70.05500411987305,179.9999542236328,-0.19237454100367202,430,380
l1_bid_usd,-6.2,70.45499038696289,167.24996948242188,-0.19025703794369642,430,380
l1_bid_usd,-6.0,70.00001525878906,179.9999542236328,-0.20865973072215427,430,380
